doc_id;datetime;text;media;alt_text;likes;reposts;replies;username;handle;user_description;user_image;user_followers;commented_post;sponsored;target;condition;sequence
11;May 12, 2021;"This claim misstates reality: the social media purple apple photos are AI-generated, not evidence of fruit grown in Saskatchewan. Multiple sources confirm the images originated as artwork, and growers report no such apples.
- Marian spencer Facebook account owner confirmed AI-generated images.
- AI artist Josh Enix identified himself as the original creator.
- Enix posted the images on Instagram in March 2024.
- Saskatchewan orchard owner Kim McKenzie reported no purple apples.
- Apples grow in Saskatchewan, but not purple-fleshed varieties.
- No evidence of purple skin and flesh in Saskatchewan or elsewhere.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
12;Jan. 30, 2025;Plant researcher Alisha Verma opens the post and studies the purple apples. It claims they were grown in Saskatchewan, and they look striking at first. She notes the person behind the Marian spencer Facebook account acknowledged the images were made with AI. She also finds that AI artist Josh Enix identified himself as the original creator and shared the same pictures on Instagram in March 2024. A statement from Saskatchewan orchard owner, Kim McKenzie, confirms apples can grow there, but not purple ones with purple flesh. There is no evidence of such apples anywhere. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
13;July 18, 2025;To verify the purple apple claim, we followed the images back to their source. A confirmation from the Marian spencer Facebook account stated the pictures were created with AI. We located the same artwork on Instagram, where AI artist Josh Enix identified himself as the original creator and posted it in March 2024. We then compared those posts with a statement from Saskatchewan orchard owner Kim McKenzie, who says apples can grow in the province but not purple ones with purple flesh. There is no evidence of such apples anywhere. The pieces line up, showing artwork presented as produce, not evidence of a local crop. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
14;April 5, 2022;One firm limit appears at the outset—there is no verified record of purple-skinned, purple-fleshed apples growing in Saskatchewan. When looking at the evidence, that gap contrasts with what the post claims. The person running the Marian spencer Facebook account confirms the photos were made with AI, not harvested fruit. The original creator, AI artist Josh Enix, shared the same images on Instagram in March 2024 and identified himself. A Saskatchewan orchard owner, Kim McKenzie, reports apples can grow in the province but not purple ones. This leaves no documented example anywhere, even as the pictures circulate as produce. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
15;Feb. 18, 2024;Because photorealistic AI art can resemble real harvest photos, the purple apple images were taken as proof of fruit grown in Saskatchewan. That assumption breaks down once the available information is considered. The person behind the Marian spencer Facebook account acknowledges the pictures were generated with AI. The original creator, AI artist Josh Enix, identifies himself and had already posted the same images on Instagram in March 2024. A Saskatchewan orchard owner, Kim McKenzie, adds important context by noting apples do grow locally but not purple ones with purple flesh. There is no evidence of such apples anywhere. The viral pictures depict artwork, not an actual Saskatchewan crop. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
16;March 17, 2023;"The claim that Norwegian engineers built floating ice pods for seals lacks verification.
- No reputable news or official announcements support the Norwegian project claim.
- Broad Google searches yielded zero credible reports or institutional notices.
- The shared photo shows distinct AI image generation hallmarks.
- Several seals display malformed anatomy, including missing or obscured heads.
- Norway’s flag is drawn incorrectly with white diagonals and a centered cross.
- The picture carries an fb@cronus.my watermark linking to a Facebook creator.
- That page often posts wildlife stories featuring AI-like visuals.
- Reverse image checks found no corroboration beyond this single graphic.
- There is no verified evidence that any seal ice pods exist.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
17;Feb. 10, 2025;Marine analyst Sofia Nilsen studies a bright viral image on her monitor, then leans closer. She evaluates a claim that Norwegian engineers built floating ice pods for seals. The details bother her eye, especially seal bodies with missing or distorted heads that do not align with real anatomy. A tiny flag on the pod looks off, with white diagonal lines and a centered cross that Norway does not use. She searches for announcements and finds no reputable coverage or official notice. The frame shows fb@cronus.my, pointing to a Facebook digital creator known for wildlife posts with AI-like visuals. Her skepticism hardens. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
18;Oct. 31, 2023;To verify the ice pod story, we checked news databases and official announcements, then reviewed the image closely. Broader Google searches turned up no reputable reports or institutional statements about such a Norwegian project. Examining the picture revealed AI hallmarks, including seals with anomalous anatomy and an incorrect Norwegian flag rendered with white diagonals and a centered cross. We noted the fb@cronus.my tag linking to a Facebook digital creator page that often posts wildlife content with AI-like images. A Google Images sweep found no corroborating photos, releases, or documentation. With no independent evidence, the claim lacks support. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
19;Dec. 21, 2025;A key limit is the absence of any official announcement confirming such Norwegian engineering. What is known is that news searches return no reputable coverage or institutional notice for this project. When looking at the image, AI-generation traits stand out, including malformed seals and a misdrawn Norwegian flag with white diagonals and a centered cross. The frame also shows an fb@cronus.my tag connected to a large Facebook digital creator page. This leaves a gap between a vivid picture and missing documentation. What remains unestablished is who created the image or whether any prototype ever existed. The claim does not withstand this contrast. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
20;Dec. 8, 2025;The claim likely gained traction because a striking, realistic-looking image suggested inventive engineering. Its AI hallmarks can slip past a quick glance, even though the seals show anatomical anomalies and the Norwegian flag is misrendered with white diagonals and a centered cross. Presented with that eye-catching picture, some viewers may assume a real project stands behind it. Yet there is no reputable news coverage or official announcement to substantiate the story. The fb@cronus.my tag points to a Facebook digital creator page known for wildlife posts with AI-like visuals, reinforcing the image’s synthetic origin. Lacking independent evidence, the narrative collapses. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
21;July 14, 2025;"The claim '1 in 2 Mac users are unaware of a trick to clean their computer' is not supported by verifiable evidence. The ad did not reveal a special built-in feature and instead pointed to a paid MacKeeper offer.
- Ad click revealed no cleaning trick
- Landing page promoted MacKeeper utility
- MacKeeper offered monthly or annual pricing
- No data supporting the headline ratio
- Site showed only an unrelated virus statistic
- Ads with this line have circulated since 2017
- Apple community forum posts questioned the claim
- Advertisers gave no way to assess user knowledge";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
22;Nov. 13, 2021;Ava Torres, a digital ad researcher, studied the banner on her screen. It declared, '1 in 2 Mac users are unaware of a trick to clean their computer,' so she clicked. The page led to MacKeeper, a paid utility with monthly or annual pricing, not a hidden feature. Scanning the site, she found no evidence supporting that ratio, only a different line about some users having had a virus before using MacKeeper. Versions of this ad have appeared for years, and even Apple’s community forums have questioned how anyone would know such a figure. The number felt unmoored from proof. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
23;March 11, 2024;To check the headline, we followed the ad link and reviewed the destination. The claim, '1 in 2 Mac users are unaware of a trick to clean their computer,' appeared on the banner, but the click opened a MacKeeper download page. Site copy and a pricing page described a paid utility, not a built-in cleaning trick. We searched the MacKeeper website for any data backing that ratio and found only an unrelated statement about its users having had a virus before using the product. A look at Apple’s community forum threads showed the same line questioned for years. The evidence did not substantiate the statistic. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
24;April 23, 2023;A clear measurement method is missing in the ad’s headline statistic. The claim, '1 in 2 Mac users are unaware of a trick to clean their computer,' offers no source for how that figure was calculated. What is known is that clicking the banner led to MacKeeper, a paid utility with monthly or annual pricing, rather than any built-in feature. When looking at the company’s site, the only similar number referred to its own users having had a virus before using the product, which does not establish the headline ratio. Apple’s community forums also questioned how advertisers would know this. That gap remains decisive. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
25;May 30, 2024;The confusion likely stems from how the ad framed its pitch, pairing a promised 'trick' with a sales page. The claim, '1 in 2 Mac users are unaware of a trick to clean their computer,' lures clicks, yet the link leads to MacKeeper, a paid utility with monthly or annual pricing, not a hidden feature. On the site, the only similar number mentions its users having had a virus before using the product, which can be mistaken as support but is unrelated. As the line circulated in ads, that mismatch helped it persist without proof. The core assertion remains unsupported. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
26;Nov. 8, 2025;"The advice to keep a plastic bread bag clip in a wallet lacks credible support. It originated with a clickbait ad that promised travel value yet delivered almost none. The only concrete use described was a flip flop plug fix, which does not justify a standing rule for travelers. Independent review found no broadly useful rationale or documentation supporting the advice.

Key facts:
- Ad linked to a 90-page slideshow.
- Only one tip: fix a sandal plug.
- Other 89 pages gave no new support.
- No documentation found by Snopes.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
27;Sept. 18, 2024;Lena Chow, a consumer-information analyst, opened the flashy ad on her office screen. The claim that travelers should always keep a plastic bread bag clip in a wallet did not match what she found. Page after page of a 90-page slideshow offered almost nothing of substance. Only one minor suggestion appeared, a flip flop plug fix that seemed far too narrow for blanket travel advice. She noted that Snopes reported no documentation or broadly useful reason to carry the clip. Looking back at the slideshow’s bold pitch, she felt the guidance collapsed under basic scrutiny. The underlying message was empty. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
28;Dec. 20, 2025;Verification began by following the ad to its promised trove and opening the 90-page slideshow. Scanning the pages, the material cues were thin: one minor suggestion to use a bread clip to secure a flip flop plug, and nothing else to justify a travel-wide rule. The remaining 89 pages added no further support for keeping a clip in a wallet. To test whether any broader rationale existed, we checked for documentation and found none cited by Snopes. The paper trail was long in length but short on substance, and the sweeping advice lacked evidence. The claim does not withstand review. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
29;March 9, 2024;A key limit is clear from the available material—the only concrete use offered is a flip flop plug fix. The claim that travelers should always keep a plastic bread bag clip in a wallet asks for a general rule, yet when looking at the evidence, that broader purpose is missing. We can point to the 90-page slideshow, but it yields just one narrow tip and 89 pages without added support. We can also point to the absence of documentation noted by Snopes. This leaves a gap between bold advice and verified need. The sweeping guidance remains unsubstantiated. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
30;April 25, 2024;Because a clickbait ad framed the tip as a clever travel hack, the claim gained attention even though the substance was thin. The promise steered readers into a 90-page slideshow, which suggested depth while providing only one minor use: fixing a flip flop plug. That mismatch between the sweeping advice and the narrow example likely led some to infer there was more behind the claim. Yet Snopes reported no documentation or broadly applicable reason to carry the clip in a wallet. The presentation created hype, not evidence, and the general directive does not follow from the material shown. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
31;June 1, 2024;"The claim that hitting ""share"" and ""other"" reveals who blocked you is incorrect. Instagram does not include an ""other"" button in its share flow, and it does not provide any list of accounts that have blocked you. A Meta spokesperson confirmed there is no such button and no disclosure of blockers. Independent testing found the share arrow only opens options to send or post content, not to access account status. Available menus show sharing destinations, including copy link, QR, Bluetooth, and Google Drive, not a blocked list.
Key facts:
- No ""other"" button exists in Instagram's share flow
- Meta confirms no list of blockers is disclosed
- Testing found only sharing options after tapping share
- Mobile and desktop menus offer share destinations only
- Options include copy link, QR, Bluetooth, Google Drive
- No path reveals who blocked your account";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
32;April 8, 2021;"Dr. Lila Navarro, a social media researcher, reads the claim that tapping ""share"" and ""other"" on Instagram shows who blocked you and looks up from her screen. The on-record statement from a Meta spokesperson is blunt, confirming there is no ""other"" button and no disclosure of a blocked list. She scans test notes showing that mobile and desktop share arrows only open ways to send posts. The menus list familiar share destinations such as copy link, QR, Bluetooth, and Google Drive, not a roster of blockers. A tidy myth, she thinks, but still wrong. Instagram does not offer that function. FACT-CHECKED: FALSE.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
33;Dec. 17, 2024;"To verify the touted ""share"" and ""other"" shortcut, we began by opening Instagram and tapping the share arrow on both phone and desktop, following the interface where it led. We reviewed the menus and saw only share destinations, including copy link, QR, Bluetooth, and Google Drive. We then examined a formal statement from a Meta spokesperson that plainly rejects the claim, noting there is no ""other"" button and no disclosure of who blocked you. Cross-checks against the observed menus confirmed no route to a blocked list, only pathways to send or post content. The proposed trick does not exist. FACT-CHECKED: FALSE.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
34;Sept. 29, 2025;"One limit stands out immediately, the claim does not specify device or app version when it says tapping ""share"" and ""other"" reveals who blocked you. When comparing these details with the available evidence, the contrast becomes clear. On both desktop and mobile, testing shows the share arrow opens only ways to send content. A Meta spokesperson also says there is no ""other"" button and Instagram does not disclose a blocked list. What remains unclear is where the supposed ""other"" label originated, since it does not appear in the menus we can view. Despite that gap, the claim’s outcome is unchanged. FACT-CHECKED: FALSE.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
35;May 12, 2021;"Confusion likely grew because Instagram’s share menu presents many destinations, which can feel like a catch-all that might hide an ""other"" option and more advanced features. That impression could lead people to assume a path to see who blocked them. Yet a Meta spokesperson says there is no ""other"" button, and Instagram does not provide a list of blockers. Tests mirror that statement, showing the share arrow opens only sharing options such as copy link, QR, Bluetooth, and Google Drive, not any account status information. The look of a busy share menu does not equal hidden access. FACT-CHECKED: FALSE.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
36;Jan. 30, 2025;"Lego bricks were not designed to show up on X-rays if swallowed. The company states its pieces never contained any material intended for X-ray visibility. A rumor asserts the Lego Group added barium sulfate to achieve that effect, but available evidence does not support it. Medical reporting has also observed that similar pieces do not appear on standard radiographs.
- Company email denies any X-ray visibility additives in bricks.
- No evidence of considering barium sulfate was identified.
- Case report found similar Lego pieces radiolucent on X-rays.
- That result aligns with findings reported in other studies.
- Bottom line: bricks were not formulated for X-ray detection.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;NN;
37;July 18, 2025;"Dr. Elena Park, a pediatric radiologist, reviews a safety rumor at her desk. She opens a company email that states ""LEGO bricks do not, and never have, contained any materials (either intentionally or not) to make them visible in an X-ray."" On another screen she checks a New England Journal of Medicine case report showing similar pieces were radiolucent on X-rays. That aligns with other studies she knows, which eases her concern. Against that record, the claim that the Lego Group added barium sulfate to make bricks show up if swallowed does not hold. Her takeaway is straightforward and evidence based. FACT-CHECKED: FALSE.";;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Teller;
38;April 5, 2022;To verify this rumor, we followed the trail through the company statement and published reports. First came a company email stating that Lego bricks have never contained materials to make them visible on an X-ray. Next we checked the article’s search for any sign that barium sulfate was ever considered and found none. We then reviewed a New England Journal of Medicine case report, which described similar pieces as radiolucent, a result consistent with other studies. With those sources aligned, the claim that the Lego Group added barium sulfate so swallowed bricks would show up on X-rays does not stand. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Route;
39;Feb. 18, 2024;One concrete limit here is the lack of documented planning to add barium sulfate. When reviewing what is available, a company email flatly denies any materials intended to make Lego bricks visible on an X-ray. A New England Journal of Medicine case report shows similar pieces were radiolucent, and that pattern matches other studies. This leaves a gap only in what cannot be shown beyond the existing record, not in the outcome. Weighing these points, the claim that the Lego Group added barium sulfate so swallowed bricks would appear on X-rays fails. The known evidence points in one direction. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Unknowns;
40;March 17, 2023;The claim gained traction because people often assume swallowed objects must be visible on X-rays. That assumption makes an added ingredient sound plausible, but the available record points elsewhere. In an email statement, the company says Lego bricks have never contained materials intended to show up on an X-ray. An article examining the rumor found no evidence the company ever considered adding barium sulfate. A New England Journal of Medicine case report also described similar pieces as radiolucent, which aligns with other studies. Put together, the claim that the Lego Group added barium sulfate for X-ray detection does not hold. FACT-CHECKED: FALSE.;;;1;2;3;Snopes;Snopes.com;An independent fact-checking website founded in 1994 that investigates urban legends, misinformation, rumors, and viral claims circulating online and in the media.;https://www.snopes.com/design/images/logo-main.png;10000;0;0;;Explanation;
